Sigla,Descrição da Sigla,Componente,Descrição do Componente,Domínio Funcional
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-remessa-retorno,"Sistema de processamento batch Java para gestão de débito em conta corrente (GDCC), responsável por gerar arquivos de remessa e processar arquivos de retorno de débitos automáticos junto a diversos bancos (Banco do Brasil, Itaú, Bradesco, HSBC, Santander). O sistema utiliza Spring Batch para processamento em lote, realizando leitura de registros do banco de dados, geração de arquivos posicionais conforme layout de cada banco, e processamento de arquivos de retorno para atualização do status dos ",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-remessa,"Sistema batch Java responsável pela geração de arquivos de remessa de débito automático em conta corrente para diversos bancos (Banco do Brasil, Itaú, Bradesco, Santander, HSBC e Caixa Econômica Federal). O sistema consulta registros de débito pendentes no banco de dados, valida as informações, gera arquivos posicionais conforme layout específico de cada banco e registra logs de processamento. Também possui funcionalidade para processar autorizações de débito. O sistema opera em modo batch, lend",02.01 - Agendamento e Recorrência
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-retorno,"Sistema de processamento em lote (batch) para gestão de retornos de débitos automáticos em conta corrente. O sistema processa arquivos de retorno enviados por diversos bancos (Banco do Brasil, Itaú, Bradesco, HSBC, Santander, Caixa Econômica Federal), validando registros, atualizando status de débitos e autorizações, persistindo informações em banco de dados Sybase e publicando mensagens em filas MQ para notificação de sistemas origem. O processamento segue o padrão Spring Batch com leitura de a",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,sboot-gdcc-base-atom-baixa-debito-auto,"Sistema de baixa de débito automático para produtos de crédito do Banco Votorantim. O sistema processa eventos de débito automático efetivado, tanto através de fluxo offline (remessa tradicional) quanto online (eventos Kafka em D0), gravando os registros em tabela temporária para posterior processamento de baixa de parcelas. Suporta produtos como Crédito Pessoal, Financiamento de Veículo e Crédito Fácil.",02.01 - Agendamento e Recorrência
GDCC-BASE,Gestão de Conta Corrente - Base,sboot-gdcc-base-atom-debito-automatico,"O sistema **sboot-gdcc-base-atom-debito-automatico** é um microserviço atômico responsável por gerenciar contratos de financiamento em débito automático. Atualmente, suporta especificamente o produto de financiamento de veículos (código 12) para o Banco Digital. O sistema permite ativar e cancelar débito automático de contratos, consumindo eventos via RabbitMQ e expondo APIs REST para consulta e gestão. Utiliza banco de dados Sybase para persistência e mantém logs de auditoria das operações real",02.01 - Agendamento e Recorrência
GDCC-BASE,Gestão de Conta Corrente - Base,sboot-gdcc-base-orch-baixa-debito-auto,"Sistema orquestrador responsável por processar baixas de débito automático para produtos financeiros (Crédito Pessoal e Financiamento de Veículo). A aplicação consome mensagens de uma fila RabbitMQ contendo informações de remessas de débito automático, processa essas informações e envia para um serviço atômico que realiza a persistência dos dados de baixa. Utiliza Apache Camel para orquestração de rotas e Spring Boot como framework base.",02.01 - Agendamento e Recorrência
GDCC-BASE,Gestão de Conta Corrente - Base,springboot-gdcc-base-api-debito-conta,"Sistema de gestão de débito em conta corrente desenvolvido em Spring Boot. O sistema gerencia autorizações de débito, incluindo operações de autenticação, inclusão, cancelamento e consulta de débitos em contas bancárias. Funciona como uma API intermediária que recebe requisições REST, processa regras de negócio relacionadas a autorizações de débito e publica mensagens em filas JMS (IBM MQ) para processamento assíncrono. Também consome filas de retorno para notificar sistemas de origem sobre o re",02.02 - Validações de Pagamento
GDCC-BASE,Gestão de Conta Corrente - Base,springboot-gdcc-base-multi-produtos-aut,"Sistema de autenticação e autorização de débito em conta corrente para múltiplos produtos bancários. O sistema recebe solicitações de débito via fila JMS, valida os dados bancários, registra autorizações de débito no banco de dados e envia mensagens para processamento posterior. Também disponibiliza endpoints REST para consulta de bancos conveniados e envio de solicitações de autenticação.",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,springboot-gdcc-base-multi-produtos-can,"Sistema de cancelamento de débitos em conta corrente para múltiplos produtos, desenvolvido em Spring Boot. O sistema consome mensagens JMS de uma fila IBM MQ contendo solicitações de cancelamento de débitos, valida as informações, processa o cancelamento conforme regras de negócio e envia resposta para uma fila de retorno. Também oferece uma API REST para envio de solicitações de cancelamento.",02.02 - Validações de Pagamento
GDCC-BASE,Gestão de Conta Corrente - Base,springboot-gdcc-base-multi-produtos,"O sistema **springboot-gdcc-base-multi-produtos** é uma aplicação Java Spring Boot voltada para a gestão de débitos em conta corrente para multiprodutos. Seu objetivo principal é receber solicitações de inclusão de débito via mensageria JMS (IBM MQ), validar as informações (conta, agência, CPF/CNPJ, autorizações, datas, valores), persistir os registros de débito em banco de dados Sybase e enviar respostas (sucesso ou erro) para filas de retorno. O sistema também expõe endpoints REST para testes ",02.03 - Transação e Processamento
GRCB-FGOD,GRC Bradesco - FGOD,sbatch-grcb-fgod-desenrola-brasil-recebimento,"Sistema de processamento em lote (Spring Batch) para recebimento e tratamento de arquivos CSV relacionados ao programa ""Desenrola Brasil"". O sistema realiza a leitura de arquivos de quitação de contratos, valida as informações contra bases de dados MySQL e Sybase, efetua baixas de parcelas e gera arquivos de inconsistências quando necessário. O processamento inclui validação de valores, CPF, contratos e parcelas, além de controle de carga e movimentação de arquivos entre diretórios de um file se",02.05 - Processamento de Recebimento
GRCB-MREC,GRC Bradesco - Módulo Recebimento,javabatch-grcb-mrec-integracao,"Sistema batch Java responsável pela integração entre o sistema de Gestão de Recebimentos e Cobrança Bancária (GRCB) e o sistema MREC (Meios de Recebimento). O sistema processa arquivos de retorno de cobrança bancária com assessoria, gerando arquivos CSV contendo informações detalhadas sobre títulos processados, incluindo valores pagos, despesas e honorários de assessoria. O processamento é realizado em lote, buscando arquivos processados nos últimos 5 dias e atualizando o status dos retornos apó",02.03 - Transação e Processamento
INTB-BASE,Integração Bancária - Base,ang-intb-base-agendamento,"Sistema web de consulta e cancelamento de agendamentos de pagamentos (PIX e transferências) desenvolvido em Angular 7. Permite ao usuário visualizar seus agendamentos futuros, consultar detalhes de cada agendamento e realizar o cancelamento mediante validação por token. O sistema é estruturado como uma biblioteca Angular reutilizável (`@intb/agendamento`) e uma aplicação host que a consome.",02.01 - Agendamento e Recorrência
INTB-BASE,Integração Bancária - Base,ang-intb-base-aprovacoes,"Sistema web de aprovações desenvolvido em Angular 7 para o Internet Banking do Banco Votorantim. Permite que usuários master visualizem, aprovem ou rejeitem solicitações pendentes de operações financeiras (Pix, Open Banking, Perfil de Investidor), além de consultar o histórico de aprovações. O sistema implementa fluxo de aprovação com múltiplas assinaturas, validação por token e controle de permissões por perfil de usuário.",04.07 - Autorizações
INTB-BASE,Integração Bancária - Base,ang-intb-base-assinatura-eletronica,"Sistema web de assinatura eletrônica de contratos em lote para Internet Banking. Permite que usuários visualizem contratos pendentes de assinatura, assinem múltiplos contratos simultaneamente através de token eletrônico, e acompanhem o status do processamento. A aplicação apresenta um dashboard com cards informativos sobre contratos pendentes, assinados, concluídos e em desacordo, com foco na assinatura em lote de contratos pendentes.",04.07 - Autorizações
INTB-BASE,Integração Bancária - Base,ang-intb-base-bloqueio-judicial,"Sistema web desenvolvido em Angular 7 para consulta e gerenciamento de **Bloqueios Judiciais** de contas correntes e ativos financeiros. A aplicação permite visualizar bloqueios judiciais por tipo (conta corrente, renda fixa, fundos de investimento, ações), consultar detalhes de processos judiciais específicos, filtrar por período e exportar relatórios em PDF. O sistema é voltado para o Internet Banking (INTB) do Banco BV.",02.03 - Transação e Processamento
INTB-BASE,Integração Bancária - Base,ang-intb-base-cambio,"Com base nos arquivos fornecidos, trata-se de um componente frontend desenvolvido em **Angular** para o módulo de **Base de Câmbio** (intb-base-cambio). O sistema aparenta fazer parte de uma arquitetura maior relacionada a operações de câmbio, possivelmente em ambiente bancário ou financeiro. O componente está configurado para deploy em ambiente **OpenShift Container Platform (OCP)**, conforme indicado pela tecnologia ""angular-ocp"".",02.03 - Transação e Processamento
INTB-BASE,Integração Bancária - Base,ang-intb-base-commons,"Este é um projeto de biblioteca de componentes compartilhados (commons) para aplicações Angular, desenvolvido em TypeScript. A biblioteca fornece componentes de interface de usuário (UI) reutilizáveis como botões, alertas, modais, tabelas, inputs, cards e outros elementos visuais padronizados. O projeto é containerizado com Docker e utiliza Apache HTTP Server para servir a aplicação compilada. A biblioteca suporta temas públicos e privados (white-label), com componentes adaptáveis através do ser",02.03 - Transação e Processamento
INTB-BASE,Integração Bancária - Base,ang-intb-base-extrato-conta,"Sistema Angular 11 para gerenciamento de extrato de conta do Banco Votorantim (BV). Trata-se de uma aplicação SPA (Single Page Application) baseada na arquitetura corporativa do banco, utilizando o framework @arqt/spa-framework. O projeto está estruturado como uma biblioteca Angular reutilizável (@intb/extrato-conta) que pode ser consumida por outras aplicações ou exportada como micro-frontend (MFE) para integração com sistemas AngularJS legados.",02.03 - Transação e Processamento
